[2026-01-16T23:32:47.464Z] 
=== Starting validation for: boy.zip ===
[2026-01-16T23:32:47.465Z] ZIP file size: 1MB
[2026-01-16T23:32:48.016Z] Checking: assets/minecraft/textures/workshop_six/farm_furniture/haybale.png (isDirectory: false)
[2026-01-16T23:32:48.016Z] Found assets folder content
[2026-01-16T23:32:48.016Z] Validating image: assets/minecraft/textures/workshop_six/farm_furniture/haybale.png
[2026-01-16T23:32:48.017Z] Checking: assets/minecraft/textures/workshop_six/farm_furniture/ladder.png (isDirectory: false)
[2026-01-16T23:32:48.017Z] Found assets folder content
[2026-01-16T23:32:48.017Z] Validating image: assets/minecraft/textures/workshop_six/farm_furniture/ladder.png
[2026-01-16T23:32:48.017Z] Checking: assets/minecraft/textures/workshop_six/farm_furniture/scarecrow.png (isDirectory: false)
[2026-01-16T23:32:48.017Z] Found assets folder content
[2026-01-16T23:32:48.017Z] Validating image: assets/minecraft/textures/workshop_six/farm_furniture/scarecrow.png
[2026-01-16T23:32:48.017Z] Checking: assets/minecraft/textures/workshop_six/farm_furniture/weather_vane.png (isDirectory: false)
[2026-01-16T23:32:48.018Z] Found assets folder content
[2026-01-16T23:32:48.018Z] Validating image: assets/minecraft/textures/workshop_six/farm_furniture/weather_vane.png
[2026-01-16T23:32:48.018Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/bucket.png (isDirectory: false)
[2026-01-16T23:32:48.018Z] Found assets folder content
[2026-01-16T23:32:48.018Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/bucket.png
[2026-01-16T23:32:48.018Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fish_drying_rack.png (isDirectory: false)
[2026-01-16T23:32:48.019Z] Found assets folder content
[2026-01-16T23:32:48.019Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fish_drying_rack.png
[2026-01-16T23:32:48.019Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fish_drying_rack_tall.png (isDirectory: false)
[2026-01-16T23:32:48.019Z] Found assets folder content
[2026-01-16T23:32:48.019Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fish_drying_rack_tall.png
[2026-01-16T23:32:48.020Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fish_hanging_rack.png (isDirectory: false)
[2026-01-16T23:32:48.020Z] Found assets folder content
[2026-01-16T23:32:48.020Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fish_hanging_rack.png
[2026-01-16T23:32:48.020Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fish_hanging_rack_large.png (isDirectory: false)
[2026-01-16T23:32:48.020Z] Found assets folder content
[2026-01-16T23:32:48.020Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fish_hanging_rack_large.png
[2026-01-16T23:32:48.020Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fish_station.png (isDirectory: false)
[2026-01-16T23:32:48.021Z] Found assets folder content
[2026-01-16T23:32:48.021Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fish_station.png
[2026-01-16T23:32:48.021Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/fishing_rod_stand.png (isDirectory: false)
[2026-01-16T23:32:48.021Z] Found assets folder content
[2026-01-16T23:32:48.021Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/fishing_rod_stand.png
[2026-01-16T23:32:48.021Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/shark_rack.png (isDirectory: false)
[2026-01-16T23:32:48.022Z] Found assets folder content
[2026-01-16T23:32:48.022Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/shark_rack.png
[2026-01-16T23:32:48.022Z] Checking: assets/minecraft/textures/workshop_six/fishing_furniture/tackle_box_blue.png (isDirectory: false)
[2026-01-16T23:32:48.022Z] Found assets folder content
[2026-01-16T23:32:48.022Z] Validating image: assets/minecraft/textures/workshop_six/fishing_furniture/tackle_box_blue.png
[2026-01-16T23:32:48.022Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_anvil.png (isDirectory: false)
[2026-01-16T23:32:48.023Z] Found assets folder content
[2026-01-16T23:32:48.023Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_anvil.png
[2026-01-16T23:32:48.023Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_forge.png (isDirectory: false)
[2026-01-16T23:32:48.023Z] Found assets folder content
[2026-01-16T23:32:48.023Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_forge.png
[2026-01-16T23:32:48.023Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_grinding_wheel.png (isDirectory: false)
[2026-01-16T23:32:48.024Z] Found assets folder content
[2026-01-16T23:32:48.024Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_grinding_wheel.png
[2026-01-16T23:32:48.024Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_shield.png (isDirectory: false)
[2026-01-16T23:32:48.024Z] Found assets folder content
[2026-01-16T23:32:48.024Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_shield.png
[2026-01-16T23:32:48.024Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_spear.png (isDirectory: false)
[2026-01-16T23:32:48.025Z] Found assets folder content
[2026-01-16T23:32:48.025Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_spear.png
[2026-01-16T23:32:48.025Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_sword.png (isDirectory: false)
[2026-01-16T23:32:48.025Z] Found assets folder content
[2026-01-16T23:32:48.025Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_sword.png
[2026-01-16T23:32:48.025Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_sword_wall_rack.png (isDirectory: false)
[2026-01-16T23:32:48.025Z] Found assets folder content
[2026-01-16T23:32:48.026Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_sword_wall_rack.png
[2026-01-16T23:32:48.026Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_water_bath.png (isDirectory: false)
[2026-01-16T23:32:48.026Z] Found assets folder content
[2026-01-16T23:32:48.026Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_water_bath.png
[2026-01-16T23:32:48.026Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_weapon_stand.png (isDirectory: false)
[2026-01-16T23:32:48.026Z] Found assets folder content
[2026-01-16T23:32:48.027Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_weapon_stand.png
[2026-01-16T23:32:48.027Z] Checking: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_weapon_stand_small.png (isDirectory: false)
[2026-01-16T23:32:48.027Z] Found assets folder content
[2026-01-16T23:32:48.027Z] Validating image: assets/minecraft/textures/workshop_six/blacksmith_forge_furniture/blacksmith_weapon_stand_small.png
[2026-01-16T23:32:48.027Z] Checking: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lamppost.png (isDirectory: false)
[2026-01-16T23:32:48.027Z] Found assets folder content
[2026-01-16T23:32:48.028Z] Validating image: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lamppost.png
[2026-01-16T23:32:48.028Z] Checking: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lamppost_double.png (isDirectory: false)
[2026-01-16T23:32:48.028Z] Found assets folder content
[2026-01-16T23:32:48.028Z] Validating image: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lamppost_double.png
[2026-01-16T23:32:48.028Z] Checking: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lantern_post.png (isDirectory: false)
[2026-01-16T23:32:48.029Z] Found assets folder content
[2026-01-16T23:32:48.029Z] Validating image: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/lantern_post.png
[2026-01-16T23:32:48.029Z] Checking: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/wall_lantern.png (isDirectory: false)
[2026-01-16T23:32:48.029Z] Found assets folder content
[2026-01-16T23:32:48.029Z] Validating image: assets/minecraft/textures/workshop_six/lanterns_lampposts_minipack/wall_lantern.png
[2026-01-16T23:32:48.029Z] Checking: assets/minecraft/textures/workshop_six/logs_lumber_minipack/axe_stump.png (isDirectory: false)
[2026-01-16T23:32:48.030Z] Found assets folder content
[2026-01-16T23:32:48.030Z] Validating image: assets/minecraft/textures/workshop_six/logs_lumber_minipack/axe_stump.png
[2026-01-16T23:32:48.030Z] Checking: assets/minecraft/textures/workshop_six/logs_lumber_minipack/cut_log_pile.png (isDirectory: false)
[2026-01-16T23:32:48.030Z] Found assets folder content
[2026-01-16T23:32:48.030Z] Validating image: assets/minecraft/textures/workshop_six/logs_lumber_minipack/cut_log_pile.png
[2026-01-16T23:32:48.030Z] Checking: assets/minecraft/textures/workshop_six/logs_lumber_minipack/log_pile.png (isDirectory: false)
[2026-01-16T23:32:48.030Z] Found assets folder content
[2026-01-16T23:32:48.031Z] Validating image: assets/minecraft/textures/workshop_six/logs_lumber_minipack/log_pile.png
[2026-01-16T23:32:48.031Z] Checking: assets/minecraft/textures/workshop_six/logs_lumber_minipack/split_log_pile.png (isDirectory: false)
[2026-01-16T23:32:48.031Z] Found assets folder content
[2026-01-16T23:32:48.031Z] Validating image: assets/minecraft/textures/workshop_six/logs_lumber_minipack/split_log_pile.png
[2026-01-16T23:32:48.031Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_blue.png (isDirectory: false)
[2026-01-16T23:32:48.031Z] Found assets folder content
[2026-01-16T23:32:48.032Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_blue.png
[2026-01-16T23:32:48.032Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_green.png (isDirectory: false)
[2026-01-16T23:32:48.032Z] Found assets folder content
[2026-01-16T23:32:48.032Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_green.png
[2026-01-16T23:32:48.032Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_red.png (isDirectory: false)
[2026-01-16T23:32:48.032Z] Found assets folder content
[2026-01-16T23:32:48.032Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbin_red.png
[2026-01-16T23:32:48.033Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_blue.png (isDirectory: false)
[2026-01-16T23:32:48.033Z] Found assets folder content
[2026-01-16T23:32:48.033Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_blue.png
[2026-01-16T23:32:48.033Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_green.png (isDirectory: false)
[2026-01-16T23:32:48.033Z] Found assets folder content
[2026-01-16T23:32:48.033Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_green.png
[2026-01-16T23:32:48.034Z] Checking: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_red.png (isDirectory: false)
[2026-01-16T23:32:48.034Z] Found assets folder content
[2026-01-16T23:32:48.034Z] Validating image: assets/minecraft/textures/workshop_six/mailboxes_minipack/mailbox_red.png
[2026-01-16T23:32:48.034Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bar_counter.png (isDirectory: false)
[2026-01-16T23:32:48.034Z] Found assets folder content
[2026-01-16T23:32:48.034Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bar_counter.png
[2026-01-16T23:32:48.034Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bench.png (isDirectory: false)
[2026-01-16T23:32:48.035Z] Found assets folder content
[2026-01-16T23:32:48.035Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bench.png
[2026-01-16T23:32:48.035Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bottle_stack.png (isDirectory: false)
[2026-01-16T23:32:48.035Z] Found assets folder content
[2026-01-16T23:32:48.035Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bottle_stack.png
[2026-01-16T23:32:48.036Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bottles.png (isDirectory: false)
[2026-01-16T23:32:48.036Z] Found assets folder content
[2026-01-16T23:32:48.036Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_bottles.png
[2026-01-16T23:32:48.036Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_cabinet.png (isDirectory: false)
[2026-01-16T23:32:48.036Z] Found assets folder content
[2026-01-16T23:32:48.037Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_cabinet.png
[2026-01-16T23:32:48.037Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_keg.png (isDirectory: false)
[2026-01-16T23:32:48.037Z] Found assets folder content
[2026-01-16T23:32:48.037Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_keg.png
[2026-01-16T23:32:48.037Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_keg_station.png (isDirectory: false)
[2026-01-16T23:32:48.037Z] Found assets folder content
[2026-01-16T23:32:48.038Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_keg_station.png
[2026-01-16T23:32:48.038Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_long_table.png (isDirectory: false)
[2026-01-16T23:32:48.038Z] Found assets folder content
[2026-01-16T23:32:48.038Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_long_table.png
[2026-01-16T23:32:48.038Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_pint_glass.png (isDirectory: false)
[2026-01-16T23:32:48.038Z] Found assets folder content
[2026-01-16T23:32:48.038Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_pint_glass.png
[2026-01-16T23:32:48.039Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_shelf.png (isDirectory: false)
[2026-01-16T23:32:48.039Z] Found assets folder content
[2026-01-16T23:32:48.039Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_shelf.png
[2026-01-16T23:32:48.039Z] Checking: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_stool.png (isDirectory: false)
[2026-01-16T23:32:48.039Z] Found assets folder content
[2026-01-16T23:32:48.039Z] Validating image: assets/minecraft/textures/workshop_six/medieval_tavern_furniture/tavern_stool.png
[2026-01-16T23:32:48.039Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/coal_ore_large.png (isDirectory: false)
[2026-01-16T23:32:48.040Z] Found assets folder content
[2026-01-16T23:32:48.040Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/coal_ore_large.png
[2026-01-16T23:32:48.040Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/coal_ore_medium.png (isDirectory: false)
[2026-01-16T23:32:48.040Z] Found assets folder content
[2026-01-16T23:32:48.040Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/coal_ore_medium.png
[2026-01-16T23:32:48.040Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/gold_ore_large.png (isDirectory: false)
[2026-01-16T23:32:48.041Z] Found assets folder content
[2026-01-16T23:32:48.041Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/gold_ore_large.png
[2026-01-16T23:32:48.041Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/gold_ore_medium.png (isDirectory: false)
[2026-01-16T23:32:48.041Z] Found assets folder content
[2026-01-16T23:32:48.042Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/gold_ore_medium.png
[2026-01-16T23:32:48.042Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/iron_ore_large.png (isDirectory: false)
[2026-01-16T23:32:48.042Z] Found assets folder content
[2026-01-16T23:32:48.042Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/iron_ore_large.png
[2026-01-16T23:32:48.042Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/iron_ore_medium.png (isDirectory: false)
[2026-01-16T23:32:48.042Z] Found assets folder content
[2026-01-16T23:32:48.043Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/iron_ore_medium.png
[2026-01-16T23:32:48.043Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_crate_large.png (isDirectory: false)
[2026-01-16T23:32:48.043Z] Found assets folder content
[2026-01-16T23:32:48.043Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_crate_large.png
[2026-01-16T23:32:48.043Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_hanging_lamp.png (isDirectory: false)
[2026-01-16T23:32:48.044Z] Found assets folder content
[2026-01-16T23:32:48.044Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_hanging_lamp.png
[2026-01-16T23:32:48.044Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_lantern.png (isDirectory: false)
[2026-01-16T23:32:48.044Z] Found assets folder content
[2026-01-16T23:32:48.044Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_lantern.png
[2026-01-16T23:32:48.044Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_large_crate.png (isDirectory: false)
[2026-01-16T23:32:48.045Z] Found assets folder content
[2026-01-16T23:32:48.045Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_large_crate.png
[2026-01-16T23:32:48.045Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_pallet_stone.png (isDirectory: false)
[2026-01-16T23:32:48.045Z] Found assets folder content
[2026-01-16T23:32:48.045Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_pallet_stone.png
[2026-01-16T23:32:48.045Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_pickaxe.png (isDirectory: false)
[2026-01-16T23:32:48.045Z] Found assets folder content
[2026-01-16T23:32:48.046Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_pickaxe.png
[2026-01-16T23:32:48.046Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_pickaxe_metal.png (isDirectory: false)
[2026-01-16T23:32:48.046Z] Found assets folder content
[2026-01-16T23:32:48.046Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_pickaxe_metal.png
[2026-01-16T23:32:48.046Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_rail.png (isDirectory: false)
[2026-01-16T23:32:48.047Z] Found assets folder content
[2026-01-16T23:32:48.047Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_rail.png
[2026-01-16T23:32:48.047Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold.png (isDirectory: false)
[2026-01-16T23:32:48.047Z] Found assets folder content
[2026-01-16T23:32:48.048Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold.png
[2026-01-16T23:32:48.048Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_extension.png (isDirectory: false)
[2026-01-16T23:32:48.048Z] Found assets folder content
[2026-01-16T23:32:48.048Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_extension.png
[2026-01-16T23:32:48.048Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_extension_hanging_lamp.png (isDirectory: false)
[2026-01-16T23:32:48.048Z] Found assets folder content
[2026-01-16T23:32:48.049Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_extension_hanging_lamp.png
[2026-01-16T23:32:48.049Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_lamp.png (isDirectory: false)
[2026-01-16T23:32:48.049Z] Found assets folder content
[2026-01-16T23:32:48.049Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_scaffold_lamp.png
[2026-01-16T23:32:48.049Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_support.png (isDirectory: false)
[2026-01-16T23:32:48.049Z] Found assets folder content
[2026-01-16T23:32:48.049Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_support.png
[2026-01-16T23:32:48.050Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_support_2.png (isDirectory: false)
[2026-01-16T23:32:48.050Z] Found assets folder content
[2026-01-16T23:32:48.050Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_support_2.png
[2026-01-16T23:32:48.050Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_track_stop.png (isDirectory: false)
[2026-01-16T23:32:48.050Z] Found assets folder content
[2026-01-16T23:32:48.050Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_track_stop.png
[2026-01-16T23:32:48.051Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/mine_wall_lamp.png (isDirectory: false)
[2026-01-16T23:32:48.051Z] Found assets folder content
[2026-01-16T23:32:48.051Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/mine_wall_lamp.png
[2026-01-16T23:32:48.051Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/minecart_coal.png (isDirectory: false)
[2026-01-16T23:32:48.051Z] Found assets folder content
[2026-01-16T23:32:48.051Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/minecart_coal.png
[2026-01-16T23:32:48.052Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/minecart_gold.png (isDirectory: false)
[2026-01-16T23:32:48.052Z] Found assets folder content
[2026-01-16T23:32:48.052Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/minecart_gold.png
[2026-01-16T23:32:48.052Z] Checking: assets/minecraft/textures/workshop_six/mine_furniture/minecart_iron.png (isDirectory: false)
[2026-01-16T23:32:48.052Z] Found assets folder content
[2026-01-16T23:32:48.053Z] Validating image: assets/minecraft/textures/workshop_six/mine_furniture/minecart_iron.png
[2026-01-16T23:32:48.053Z] Checking: assets/minecraft/textures/workshop_six/more_fences/log_fence.png (isDirectory: false)
[2026-01-16T23:32:48.053Z] Found assets folder content
[2026-01-16T23:32:48.053Z] Validating image: assets/minecraft/textures/workshop_six/more_fences/log_fence.png
[2026-01-16T23:32:48.053Z] Checking: assets/minecraft/textures/workshop_six/more_fences/rope_fence.png (isDirectory: false)
[2026-01-16T23:32:48.054Z] Found assets folder content
[2026-01-16T23:32:48.054Z] Validating image: assets/minecraft/textures/workshop_six/more_fences/rope_fence.png
[2026-01-16T23:32:48.054Z] Checking: assets/minecraft/textures/workshop_six/more_fences/stone_fence.png (isDirectory: false)
[2026-01-16T23:32:48.054Z] Found assets folder content
[2026-01-16T23:32:48.054Z] Validating image: assets/minecraft/textures/workshop_six/more_fences/stone_fence.png
[2026-01-16T23:32:48.054Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_giant.png (isDirectory: false)
[2026-01-16T23:32:48.054Z] Found assets folder content
[2026-01-16T23:32:48.055Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_giant.png
[2026-01-16T23:32:48.055Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_large.png (isDirectory: false)
[2026-01-16T23:32:48.055Z] Found assets folder content
[2026-01-16T23:32:48.055Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_large.png
[2026-01-16T23:32:48.055Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_medium.png (isDirectory: false)
[2026-01-16T23:32:48.055Z] Found assets folder content
[2026-01-16T23:32:48.056Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_medium.png
[2026-01-16T23:32:48.056Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_small.png (isDirectory: false)
[2026-01-16T23:32:48.056Z] Found assets folder content
[2026-01-16T23:32:48.056Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_small.png
[2026-01-16T23:32:48.056Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_tiny.png (isDirectory: false)
[2026-01-16T23:32:48.056Z] Found assets folder content
[2026-01-16T23:32:48.057Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/brown_mushroom_tiny.png
[2026-01-16T23:32:48.057Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_giant.png (isDirectory: false)
[2026-01-16T23:32:48.057Z] Found assets folder content
[2026-01-16T23:32:48.057Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_giant.png
[2026-01-16T23:32:48.057Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_large.png (isDirectory: false)
[2026-01-16T23:32:48.057Z] Found assets folder content
[2026-01-16T23:32:48.058Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_large.png
[2026-01-16T23:32:48.058Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_medium.png (isDirectory: false)
[2026-01-16T23:32:48.058Z] Found assets folder content
[2026-01-16T23:32:48.058Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_medium.png
[2026-01-16T23:32:48.058Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_small.png (isDirectory: false)
[2026-01-16T23:32:48.058Z] Found assets folder content
[2026-01-16T23:32:48.059Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_small.png
[2026-01-16T23:32:48.059Z] Checking: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_tiny.png (isDirectory: false)
[2026-01-16T23:32:48.059Z] Found assets folder content
[2026-01-16T23:32:48.059Z] Validating image: assets/minecraft/textures/workshop_six/mushrooms/red_mushroom_tiny.png
[2026-01-16T23:32:48.060Z] Checking: assets/minecraft/textures/workshop_six/quest_board_minipack/quest_board.png (isDirectory: false)
[2026-01-16T23:32:48.060Z] Found assets folder content
[2026-01-16T23:32:48.060Z] Validating image: assets/minecraft/textures/workshop_six/quest_board_minipack/quest_board.png
[2026-01-16T23:32:48.060Z] Checking: assets/minecraft/textures/workshop_six/rocks_pebbles/big_rock.png (isDirectory: false)
[2026-01-16T23:32:48.060Z] Found assets folder content
[2026-01-16T23:32:48.060Z] Validating image: assets/minecraft/textures/workshop_six/rocks_pebbles/big_rock.png
[2026-01-16T23:32:48.061Z] Checking: assets/minecraft/textures/workshop_six/rocks_pebbles/medium_rock.png (isDirectory: false)
[2026-01-16T23:32:48.061Z] Found assets folder content
[2026-01-16T23:32:48.061Z] Validating image: assets/minecraft/textures/workshop_six/rocks_pebbles/medium_rock.png
[2026-01-16T23:32:48.061Z] Checking: assets/minecraft/textures/workshop_six/rocks_pebbles/pebbles_1.png (isDirectory: false)
[2026-01-16T23:32:48.061Z] Found assets folder content
[2026-01-16T23:32:48.061Z] Validating image: assets/minecraft/textures/workshop_six/rocks_pebbles/pebbles_1.png
[2026-01-16T23:32:48.061Z] Checking: assets/minecraft/textures/workshop_six/rocks_pebbles/pebbles_2.png (isDirectory: false)
[2026-01-16T23:32:48.062Z] Found assets folder content
[2026-01-16T23:32:48.062Z] Validating image: assets/minecraft/textures/workshop_six/rocks_pebbles/pebbles_2.png
